epoch,train_loss,val_loss,val_bleu,is_loss_best,is_bleu_best
1,6.9064525313999345,6.763873100280762,0.059666202731339026,True,True
2,6.614825873118837,6.618901968002319,0.06910508966033124,True,True
3,6.336968584133841,6.418449878692627,0.06400548502668,True,False
4,6.109350417885939,6.365829944610596,0.04729703996024203,True,False
5,5.93335872781856,6.295554161071777,0.03967075938882064,True,False
6,5.787760494310228,6.233113765716553,0.04900249890459673,True,False
7,5.661883624923199,6.219485521316528,0.05379884779536482,True,False
8,5.551043457997119,6.166940212249756,0.04458077344312967,True,False
9,5.451500549950563,6.168909788131714,0.0426558422773215,False,False
10,5.361371042783303,6.168984651565552,0.054287442960065914,False,False
11,5.279761758301874,6.165475130081177,0.04834173856010199,True,False
12,5.205128153876576,6.139005899429321,0.0454652133840948,True,False
13,5.136884383228429,6.13651442527771,0.05336998508475718,True,False
14,5.07119866344325,6.161445379257202,0.05922565662800862,False,False
15,5.011759977511433,6.1550538539886475,0.06393102943138905,False,False
16,4.957087213121107,6.192849636077881,0.050553801271004443,False,False
17,4.905839215154233,6.189028978347778,0.053953002173848616,False,False
18,4.856133156115441,6.179851531982422,0.05053322615278775,False,False
19,4.810393535877433,6.181494474411011,0.05925692466680697,False,False
20,4.767412435673082,6.2031943798065186,0.07225373874478536,False,True
21,4.7286144839528275,6.197361946105957,0.06694558810962269,False,False
22,4.6894133170242505,6.2147510051727295,0.07046185520515941,False,False
23,4.6510972476676296,6.226336479187012,0.06540653177335494,False,False
24,4.618366335359071,6.2336342334747314,0.07212036653501358,False,False
25,4.583924353275153,6.264841318130493,0.06699755869761731,False,False
26,4.551967324503242,6.2498931884765625,0.0726694116835795,False,True
27,4.522611364379259,6.274648666381836,0.0585736304177112,False,False
28,4.493588948798607,6.282953262329102,0.06735876155208072,False,False
29,4.465042153282848,6.286780595779419,0.06373536095849719,False,False
30,4.437161437080949,6.306996583938599,0.06967925173011649,False,False
31,4.4112042295353495,6.308659791946411,0.07099641890840629,False,False
32,4.386551880165744,6.337708950042725,0.0760313857932398,False,True
33,4.3626479773265325,6.346068620681763,0.06400175353994042,False,False
34,4.339315591260905,6.33881950378418,0.06749717160518386,False,False
35,4.317879498767121,6.3475682735443115,0.0761783668082209,False,True
36,4.294966612325605,6.356043815612793,0.053874512447341524,False,False
37,4.274419101607769,6.372419357299805,0.05963515622536227,False,False
38,4.254024676349767,6.385271310806274,0.06128642724516567,False,False
39,4.233716612276823,6.402323961257935,0.07188812818652603,False,False
40,4.21482060693414,6.429243326187134,0.07105554440730426,False,False
41,4.196196841461884,6.413970470428467,0.06234527350636918,False,False
42,4.177601725244156,6.426321744918823,0.06983008158546077,False,False
43,4.161187459745675,6.457291603088379,0.06346754344486767,False,False
44,4.142097914615251,6.454436302185059,0.06683145642501516,False,False
45,4.123740584039322,6.485135078430176,0.07002073685460716,False,False
46,4.108985758193619,6.486984491348267,0.06385178770916862,False,False
47,4.092986953228026,6.513869285583496,0.06939776764363877,False,False
48,4.077862252969571,6.5028369426727295,0.06692654109058155,False,False
49,4.062398610517497,6.511210203170776,0.06999261365649233,False,False
50,4.046631265479281,6.522237777709961,0.07677206757707189,False,True
